id,date,amount,info
5938,2021-03-17,10100,
5939,2020-12-17,51100,
5940,2020-10-29,175300,
5941,2021-02-15,144700,
5942,2021-01-21,168600,
5943,2020-11-24,174100,
5944,2020-11-10,37600,
5945,2020-10-25,90500,
5946,2020-10-26,63800,
5947,2020-12-23,151000,
5948,2020-08-27,175200,
5949,2021-01-15,191600,
5950,2021-01-14,91700,
5951,2020-08-13,40200,
5952,2020-12-22,142300,
5953,2020-12-19,70900,
5954,2020-12-13,167500,
5955,2020-07-14,69600,
5956,2020-11-08,113800,
5957,2020-10-11,75000,
5958,2020-11-23,39800,
5959,2020-11-04,139300,
5960,2020-10-15,53100,
5961,2020-11-09,133400,
5962,2020-10-18,50200,
5963,2020-11-05,58700,
5964,2020-09-29,93600,
5965,2020-12-24,60900,
5966,2020-08-07,122300,
5967,2020-09-17,127400,
5968,2020-07-29,100100,
5969,2020-12-09,97100,
5970,2020-10-08,185200,
5971,2021-03-29,195900,
5972,2020-07-16,160700,
5973,2020-07-30,47300,
5974,2021-02-13,58300,
5975,2021-04-12,57500,
5976,2020-10-19,164400,
5977,2020-12-15,53000,
5978,2021-02-10,99200,
5979,2021-03-13,134300,
5980,2020-08-08,26500,
5981,2020-07-27,160800,
5982,2021-04-02,155200,
5983,2020-09-07,26600,
5984,2021-02-12,126600,
5985,2020-08-18,98600,
5986,2020-07-02,124800,
5987,2021-01-26,114600,
5988,2020-10-03,17500,
5989,2020-12-17,120900,
5990,2020-07-20,33000,
5991,2021-03-03,108900,
5992,2021-03-15,198500,
5993,2021-02-12,84700,
5994,2020-07-24,140700,
5995,2020-10-25,116000,
5996,2020-12-26,27600,
5997,2021-01-07,199700,
5998,2021-02-20,40900,
5999,2020-10-08,195500,
6000,2021-03-25,27200,
6001,2021-01-17,39000,
6002,2020-10-24,11000,
6003,2021-03-03,114500,
6004,2020-06-28,175400,
6005,2020-12-17,51600,
6006,2020-08-03,46800,
6007,2020-09-29,161400,
6008,2020-11-29,138800,
6009,2020-09-15,180200,
6010,2020-11-16,100100,
6011,2021-04-09,64200,
6012,2021-01-16,125600,
6013,2020-10-22,134800,
6014,2020-11-10,77000,
6015,2020-07-21,78700,
6016,2020-08-20,162300,
6017,2020-07-24,13200,
6018,2020-07-06,25800,
6019,2021-01-28,116400,
6020,2021-03-02,99400,
6021,2020-10-19,56700,
6022,2020-07-23,132400,
6023,2020-07-31,82900,
6024,2020-11-13,15400,
6025,2021-01-01,15000,
6026,2020-09-06,118000,
6027,2020-12-16,137600,
6028,2020-11-11,106100,
6029,2020-08-05,41400,
6030,2021-01-19,59100,
6031,2021-01-21,62500,
6032,2021-01-09,39800,
6033,2021-02-09,102600,
6034,2020-07-24,18000,
6035,2020-07-11,52400,
6036,2020-09-26,108000,
6037,2020-06-29,195500,
6038,2020-07-26,174300,
6039,2021-04-19,101300,
6040,2021-02-24,118900,
6041,2021-04-08,181300,
6042,2020-11-06,37900,
6043,2020-09-28,94600,
6044,2020-08-17,193300,
6045,2020-11-17,47200,
6046,2021-03-30,42200,
6047,2020-12-29,174900,
6048,2020-11-14,155300,
6049,2021-01-30,146800,
6050,2020-12-20,82800,
6051,2020-07-11,100600,
6052,2020-06-30,89900,
6053,2021-02-04,111900,
6054,2021-04-04,84300,
6055,2020-07-03,71700,
6056,2020-07-30,24700,
6057,2021-03-07,199300,
6058,2021-04-02,150900,
6059,2021-04-13,108500,
6060,2021-03-15,34600,
6061,2020-11-03,85800,
6062,2020-07-24,99100,
6063,2021-04-04,164100,
6064,2021-02-28,124600,
6065,2020-10-09,78500,
6066,2020-09-27,79600,
6067,2020-07-14,81200,
6068,2020-07-09,111300,
6069,2020-11-13,121800,
6070,2021-01-18,141300,
6071,2021-01-15,37200,
6072,2021-01-05,93800,
6073,2020-08-21,68400,
6074,2020-11-17,162500,
6075,2020-11-30,158600,
6076,2020-10-30,65400,
6077,2021-02-11,110400,
6078,2020-09-19,150400,
6079,2021-04-17,46600,
6080,2021-04-19,96500,
6081,2021-01-07,31500,
6082,2020-07-19,115100,
6083,2020-07-21,14600,
6084,2021-04-02,177100,
6085,2020-11-05,126600,
6086,2020-12-03,153600,
6087,2020-09-18,161800,
6088,2020-12-20,186800,
6089,2020-08-26,162500,
6090,2020-07-25,176400,
6091,2020-08-06,24800,
6092,2021-03-17,34100,
6093,2020-08-27,199000,
6094,2020-12-10,125900,
6095,2021-01-25,57800,
6096,2020-11-23,61600,
6097,2020-06-28,82300,
6098,2020-10-16,190200,
6099,2020-07-23,114000,
6100,2020-10-14,25000,
6101,2020-11-05,72800,
6102,2021-03-04,90400,
6103,2021-03-07,33800,
6104,2021-02-09,183200,
6105,2021-02-26,183300,
6106,2020-07-31,44400,
6107,2021-03-13,108000,
6108,2020-09-21,125400,
6109,2020-11-16,95600,
6110,2021-02-10,192600,
6111,2020-11-14,80400,
6112,2021-01-02,197100,
6113,2020-08-01,122500,
6114,2020-12-05,58300,
6115,2020-08-18,129000,
6116,2020-07-22,46100,
6117,2021-03-02,177700,
6118,2021-01-01,134300,
6119,2020-10-26,33400,
6120,2020-08-12,60900,
6121,2020-11-03,115600,
6122,2020-06-29,104900,
6123,2020-11-16,172500,
6124,2020-09-23,84000,
6125,2020-06-28,76200,
6126,2020-08-06,150100,
6127,2021-03-30,51400,
6128,2021-03-14,176700,
6129,2020-12-06,74700,
6130,2021-02-10,190700,
6131,2021-03-14,117200,
6132,2021-04-16,87100,
6133,2020-10-25,27200,
6134,2021-01-16,83900,
6135,2021-01-20,17900,
6136,2021-02-10,194400,
6137,2020-11-02,113700,
6138,2021-02-13,20700,
6139,2021-01-20,13600,
6140,2020-11-12,177700,
6141,2021-02-01,134200,
6142,2020-09-16,127700,
6143,2020-09-08,175600,
6144,2020-11-27,199600,
6145,2020-12-17,88800,
6146,2020-10-12,137400,
6147,2020-12-23,83000,
6148,2020-07-24,68100,
6149,2021-03-30,171900,
6150,2020-06-28,45100,
6151,2021-01-16,156000,
6152,2021-01-22,156500,
6153,2021-03-02,26800,
6154,2020-07-04,104300,
6155,2020-07-31,167400,
6156,2020-10-09,47800,
6157,2021-01-25,188200,
6158,2020-07-10,126400,
6159,2021-02-26,138700,
6160,2020-08-28,26600,
6161,2020-08-29,18100,
6162,2021-03-18,72000,
6163,2020-06-27,45900,
6164,2021-01-20,160200,
6165,2020-08-01,148500,
6166,2021-03-13,39600,
6167,2020-11-21,41700,
6168,2021-01-28,51200,
6169,2021-03-20,168600,
6170,2020-12-22,120900,
6171,2020-06-26,143500,
6172,2021-02-08,167100,
6173,2021-01-31,149100,
6174,2021-03-20,103500,
6175,2020-07-27,68900,
6176,2020-10-14,109000,
6177,2021-02-01,22400,
6178,2021-01-21,139400,
6179,2021-01-29,126700,
6180,2021-02-15,188200,
6181,2020-12-31,86800,
6182,2020-09-13,129100,
6183,2021-01-02,134200,
6184,2020-11-17,188900,
6185,2021-01-08,159800,
6186,2020-12-14,20400,
6187,2020-11-26,131500,
6188,2020-10-01,134300,
6189,2021-02-28,54100,
6190,2020-09-12,71700,
6191,2021-03-12,140300,
6192,2020-09-04,73500,
6193,2020-11-19,176600,
6194,2020-07-12,93000,
6195,2021-02-10,98500,
6196,2021-02-02,46200,
6197,2020-09-16,36400,
6198,2020-11-25,21700,
6199,2020-08-27,174000,
6200,2020-08-31,169300,
6201,2020-12-10,148400,
6202,2020-08-07,28200,
6203,2020-10-28,167200,
6204,2020-10-25,59800,
6205,2020-07-05,77200,
6206,2020-07-30,50100,
6207,2021-02-22,191600,
6208,2020-09-02,140000,
6209,2021-01-05,150500,
6210,2021-02-05,191600,
6211,2020-11-06,52300,
6212,2020-07-19,114300,
6213,2020-08-01,182100,
6214,2020-06-27,73900,
6215,2021-01-08,48600,
6216,2020-09-18,88100,
6217,2020-11-28,163500,
6218,2020-11-10,65400,
6219,2021-02-28,110800,
6220,2021-02-14,121700,
6221,2021-02-02,127800,
6222,2021-01-15,71700,
6223,2021-03-11,69800,
6224,2021-01-20,140500,
6225,2020-07-08,113200,
6226,2020-08-14,101800,
6227,2020-11-02,179400,
6228,2020-07-23,31500,
6229,2021-01-24,190200,
6230,2020-12-01,42900,
6231,2020-07-15,155800,
6232,2021-02-13,74100,
6233,2021-04-18,44500,
6234,2020-08-10,21000,
6235,2021-03-29,132300,
6236,2020-10-25,182100,
6237,2021-01-12,179100,
6238,2021-02-11,33700,
6239,2021-02-19,174900,
6240,2021-04-06,92800,
6241,2021-03-30,28200,
6242,2021-04-15,162600,
6243,2020-08-21,163900,
6244,2021-01-03,46000,
6245,2020-08-25,43400,
6246,2020-09-11,134700,
6247,2020-10-16,198200,
6248,2020-10-18,125000,
6249,2021-01-28,85100,
6250,2020-10-07,126300,
6251,2021-04-14,194800,
6252,2020-09-20,67500,
6253,2020-12-31,11600,
6254,2020-11-08,138300,
6255,2020-12-06,136400,
6256,2020-10-17,150200,
6257,2020-09-17,186500,
6258,2020-11-16,97200,
6259,2021-03-22,198200,
6260,2021-01-06,54400,
6261,2020-09-21,109700,
6262,2021-04-07,94300,
6263,2021-01-27,194600,
6264,2020-09-03,98600,
6265,2021-03-14,96700,
6266,2020-08-23,102200,
6267,2020-10-01,159700,
6268,2021-02-08,15400,
6269,2021-02-21,172400,
6270,2020-12-31,169300,
6271,2020-09-07,85100,
6272,2020-07-04,111500,
6273,2021-03-10,195600,
6274,2020-10-14,91000,
6275,2020-10-01,85300,
6276,2021-02-26,149100,
6277,2020-11-11,141800,
6278,2020-08-10,48600,
6279,2020-08-29,24100,
6280,2020-11-07,107100,
6281,2021-02-22,31600,
6282,2020-07-14,145900,
6283,2020-12-06,164500,
6284,2020-07-09,139500,
6285,2021-03-12,145400,
6286,2020-11-04,171500,
6287,2020-07-12,165100,
6288,2020-08-29,118600,
6289,2020-08-18,113300,
6290,2021-02-18,130800,
6291,2020-08-17,49200,
6292,2021-02-01,122700,
6293,2020-10-29,141600,
6294,2020-11-12,106600,
6295,2021-04-13,82600,
6296,2021-02-04,76600,
6297,2020-07-07,184100,
6298,2021-02-09,151600,
6299,2020-09-10,76500,
6300,2021-04-16,114200,
6301,2020-11-17,62900,
6302,2020-10-08,92100,
6303,2020-11-01,161000,
6304,2020-09-19,176600,
6305,2021-01-23,122400,
6306,2020-11-21,118300,
6307,2021-02-14,192400,
6308,2020-09-17,17900,
6309,2020-07-05,191300,
6310,2021-01-10,141600,
6311,2021-03-08,145300,
6312,2021-03-24,190600,
6313,2020-10-13,16300,
6314,2021-04-12,168500,
6315,2020-10-12,189100,
6316,2020-12-02,71800,
6317,2020-06-26,142000,
6318,2020-08-22,25200,
6319,2020-10-04,145200,
6320,2020-08-16,32100,
6321,2020-08-06,74800,
6322,2020-12-24,116200,
6323,2020-12-05,67600,
6324,2020-12-30,139200,
6325,2020-12-11,120700,
6326,2020-07-23,199600,
6327,2020-07-28,28900,
6328,2020-09-15,112100,
6329,2021-03-04,73200,
6330,2020-10-02,174300,
6331,2021-01-11,127500,
6332,2021-01-26,35900,
6333,2020-10-05,127400,
6334,2020-10-23,24900,
6335,2020-06-25,86200,
6336,2020-12-28,43300,
6337,2020-11-16,109400,
6338,2020-08-30,54200,
6339,2020-07-20,178100,
6340,2021-01-23,149000,
6341,2020-09-09,21100,
6342,2020-10-29,155300,
6343,2020-09-12,161100,
6344,2020-07-25,198000,
6345,2020-07-29,174100,
6346,2020-06-28,199500,
6347,2020-07-12,75800,
6348,2020-12-15,81100,
6349,2020-08-24,87900,
6350,2020-10-04,144100,
6351,2021-02-27,105400,
6352,2021-01-25,131200,
6353,2020-10-20,40400,
6354,2020-09-05,123600,
6355,2020-12-31,195600,
6356,2021-02-27,100400,
6357,2021-04-03,14100,
6358,2020-10-13,161300,
6359,2021-02-20,32000,
6360,2020-12-21,102400,
6361,2021-02-28,143200,
6362,2020-09-07,104500,
6363,2021-01-19,74500,
6364,2020-11-02,64600,
6365,2021-01-30,158400,
6366,2020-11-05,147000,
6367,2020-11-25,57000,
6368,2021-01-27,42400,
6369,2020-09-15,12000,
6370,2021-02-14,119900,
6371,2021-04-08,77700,
6372,2020-11-23,197500,
6373,2020-11-06,139300,
6374,2021-04-01,31800,
6375,2020-09-19,187400,
6376,2020-12-17,40000,
6377,2020-09-15,157400,
6378,2020-07-18,81900,
6379,2021-02-23,108400,
6380,2021-03-27,156500,
6381,2020-08-25,28300,
6382,2020-12-19,135500,
6383,2021-03-15,47800,
6384,2020-12-21,189200,
6385,2020-09-10,110600,
6386,2020-10-10,63900,
6387,2021-01-02,182800,
6388,2021-02-25,25700,
6389,2020-11-22,171600,
6390,2020-11-21,118800,
6391,2021-02-14,117700,
6392,2020-11-19,140500,
6393,2020-07-06,109300,
6394,2020-07-07,106500,
6395,2020-08-18,192800,
6396,2021-04-04,114400,
6397,2021-02-02,110900,
6398,2020-08-19,128400,
6399,2020-10-31,156000,
6400,2020-07-04,92100,
6401,2020-08-30,198600,
6402,2021-02-12,16700,
6403,2020-12-23,61400,
6404,2020-11-25,93400,
6405,2020-09-24,166900,
6406,2020-06-25,93500,
6407,2021-02-11,121500,
6408,2021-03-15,12700,
6409,2020-10-23,66000,
6410,2020-08-29,126900,
6411,2020-07-31,133200,
6412,2020-11-02,87500,
6413,2021-01-06,184300,
6414,2021-03-21,120800,
6415,2020-12-04,173900,
6416,2020-08-16,128200,
6417,2020-10-17,179900,
6418,2021-03-09,197500,
6419,2021-04-17,14500,
6420,2020-08-24,85300,
6421,2020-08-09,100100,
6422,2020-11-30,89700,
6423,2021-03-13,24100,
6424,2020-12-28,199800,
6425,2021-03-23,130100,
6426,2021-03-31,110300,
6427,2020-10-10,115300,
6428,2020-08-15,140100,
6429,2020-08-13,186200,
6430,2020-10-14,182500,
6431,2021-03-26,151900,
6432,2020-11-29,194700,
6433,2020-10-16,16200,
6434,2021-03-22,140700,
6435,2021-02-06,74800,
6436,2020-07-07,19600,
6437,2021-02-02,62300,
6438,2021-01-16,121500,
6439,2020-09-25,125200,
6440,2021-02-28,123500,
6441,2020-10-17,118600,
6442,2021-01-19,198800,
6443,2020-08-12,192800,
6444,2021-04-13,125200,
6445,2020-11-15,154800,
6446,2020-07-12,25500,
6447,2020-11-22,188100,
6448,2020-11-20,67800,
6449,2021-02-06,171500,
6450,2020-08-02,13100,
6451,2021-02-11,51100,
6452,2020-07-11,49400,
6453,2020-11-04,60100,
6454,2020-08-28,21300,
6455,2020-07-15,85200,
6456,2021-03-06,91900,
6457,2020-10-09,54500,
6458,2021-04-19,47900,
6459,2020-07-16,195800,
6460,2020-08-21,97300,
6461,2021-03-13,47100,
6462,2021-01-25,176000,
6463,2021-02-18,103200,
6464,2020-12-24,12000,
6465,2020-10-10,44200,
6466,2020-09-26,161200,
6467,2021-01-20,118600,
6468,2020-12-24,154300,
6469,2021-03-13,85600,
6470,2021-04-01,153900,
6471,2020-08-16,37000,
6472,2020-07-15,113000,
6473,2021-03-30,43600,
6474,2021-03-16,143600,
6475,2020-10-20,55100,
6476,2020-07-02,52400,
6477,2021-03-10,67600,
6478,2020-07-07,124500,
6479,2021-03-04,50300,
6480,2020-07-09,189700,
6481,2020-09-05,183300,
6482,2020-12-28,25700,
6483,2021-03-13,50600,
6484,2020-08-27,22000,
6485,2020-12-21,73100,
6486,2020-12-17,157100,
6487,2021-02-19,160600,
6488,2020-09-30,185600,
6489,2020-08-17,35200,
6490,2021-01-01,73800,
6491,2020-12-25,29200,
6492,2020-12-24,191200,
6493,2020-08-25,174200,
6494,2020-10-21,62200,
6495,2020-10-19,67300,
6496,2020-12-01,84600,
6497,2020-10-31,171500,
6498,2020-09-13,98400,
6499,2020-07-06,40500,
6500,2021-01-30,69500,
6501,2020-06-27,149100,
6502,2021-03-04,96600,
6503,2021-02-17,146800,
6504,2020-10-13,36800,
6505,2020-09-24,189200,
6506,2021-02-09,159200,
6507,2021-01-06,182100,
6508,2021-02-23,179200,
6509,2020-11-02,11600,
6510,2020-06-24,163700,
6511,2020-12-09,165900,
6512,2020-11-21,192600,
6513,2020-07-18,168400,
6514,2021-03-26,131400,
6515,2020-12-21,179500,
6516,2021-02-16,188400,
6517,2021-03-30,60800,
6518,2020-07-19,193600,
6519,2021-02-17,99300,
6520,2021-03-07,176900,
6521,2020-10-31,39300,
6522,2020-10-25,85400,
6523,2020-11-27,184600,
6524,2021-03-24,91500,
6525,2021-03-24,73300,
6526,2020-10-25,194900,
6527,2020-07-08,178800,
6528,2020-08-31,163200,
6529,2020-07-29,185300,
6530,2020-08-27,175700,
6531,2020-12-11,102200,
6532,2021-02-06,56200,
6533,2020-09-05,66900,
6534,2020-09-22,83200,
6535,2020-10-17,162100,
6536,2020-12-30,79200,
6537,2021-03-11,180900,
6538,2020-07-18,66000,
6539,2021-02-07,41000,
6540,2021-04-07,63400,
6541,2021-02-12,66800,
6542,2020-08-09,80400,
6543,2021-02-11,32800,
6544,2020-07-25,58500,
6545,2021-02-13,186800,
6546,2021-03-23,11800,
6547,2020-09-19,104600,
6548,2020-08-25,99900,
6549,2020-07-29,51800,
6550,2020-11-21,60400,
6551,2020-09-15,47100,
6552,2020-12-17,143800,
6553,2021-03-23,55600,
6554,2020-06-24,33800,
6555,2020-08-26,174600,
6556,2020-11-08,109900,
6557,2020-11-09,132100,
6558,2021-03-06,97400,
6559,2020-12-14,195100,
6560,2021-01-15,78100,
6561,2020-09-30,145800,
6562,2020-10-02,187400,
6563,2020-08-17,77200,
6564,2021-02-25,113200,
6565,2020-09-13,128500,
6566,2020-10-31,178600,
6567,2020-10-20,102600,
6568,2021-02-05,174000,
6569,2020-11-04,177300,
6570,2020-08-26,171900,
6571,2021-01-23,42200,
6572,2021-03-07,176000,
6573,2020-08-26,128400,
6574,2020-08-10,43500,
6575,2020-11-21,45600,
6576,2021-03-21,172400,
6577,2020-12-04,129400,
6578,2020-08-23,13700,
6579,2021-03-27,95900,
6580,2020-12-27,122800,
6581,2020-10-20,55900,
6582,2021-03-04,87300,
6583,2020-11-13,108000,
6584,2021-03-02,12400,
6585,2020-07-12,86200,
6586,2020-09-22,123900,
6587,2020-06-24,72700,
6588,2020-12-24,143400,
6589,2020-08-16,191400,
6590,2020-08-01,35300,
6591,2021-04-03,199400,
6592,2021-03-07,166700,
6593,2020-08-23,114800,
6594,2020-12-16,192300,
6595,2020-07-27,66300,
6596,2020-07-31,159900,
6597,2020-09-15,40900,
6598,2021-04-08,70400,
6599,2020-11-23,131400,
6600,2020-11-30,102900,
6601,2020-12-25,108700,
6602,2020-11-06,151500,
6603,2020-12-25,190000,
6604,2021-04-19,27700,
6605,2020-07-02,91600,
6606,2021-01-14,197100,
6607,2020-07-09,195600,
6608,2021-03-01,112900,
6609,2020-10-14,117800,
6610,2020-09-23,135000,
6611,2020-07-26,90500,
6612,2020-07-12,163700,
6613,2020-07-29,12000,
6614,2020-07-11,193300,
6615,2020-06-27,168600,
6616,2020-07-03,175100,
6617,2021-01-05,36100,
6618,2021-01-14,90400,
6619,2020-10-08,147700,
6620,2020-08-18,59000,
6621,2020-12-27,37000,
6622,2020-12-07,160200,
6623,2021-02-09,58700,
6624,2021-02-17,22300,
6625,2020-07-17,127800,
6626,2020-12-08,43600,
6627,2021-01-18,17500,
6628,2020-08-24,43900,
6629,2020-10-22,132400,
6630,2020-10-01,127200,
6631,2021-04-10,175900,
6632,2021-04-04,142100,
6633,2021-01-20,55400,
6634,2020-11-26,113200,
6635,2020-12-11,108700,
6636,2021-01-25,128100,
6637,2020-08-05,130000,
6638,2020-08-28,129100,
6639,2020-07-22,172500,
6640,2020-11-22,92400,
6641,2020-10-23,176600,
6642,2020-11-17,88900,
6643,2020-12-12,38200,
6644,2020-09-29,66200,
6645,2021-03-05,165300,
6646,2020-07-01,42900,
6647,2020-11-26,167000,
6648,2021-04-09,48100,
6649,2020-12-02,72500,
6650,2020-12-07,102700,
6651,2020-09-15,56400,
6652,2021-02-28,173800,
6653,2020-09-02,189900,
6654,2021-03-22,150500,
6655,2020-10-27,42000,
6656,2020-11-14,116800,
6657,2021-04-12,39600,
6658,2021-01-29,172200,
6659,2020-09-20,162400,
6660,2020-09-07,132200,
6661,2021-02-12,56500,
6662,2020-11-05,11600,
6663,2020-08-28,168800,
6664,2021-03-18,193200,
6665,2021-01-19,56900,
6666,2021-02-07,139100,
6667,2021-01-07,80700,
6668,2020-11-20,57500,
6669,2021-01-19,157000,
6670,2021-01-05,136900,
6671,2020-07-19,165600,
6672,2020-09-21,77000,
6673,2020-10-10,51900,
6674,2020-12-25,133800,
6675,2020-10-01,161800,
6676,2020-09-27,75700,
6677,2020-08-06,141900,
6678,2020-12-24,39300,
6679,2021-04-16,69800,
6680,2020-12-21,66700,
6681,2020-10-13,120400,
6682,2021-03-25,75000,
6683,2020-07-02,118600,
6684,2020-12-22,190900,
6685,2021-01-04,88700,
6686,2021-01-13,73900,
6687,2021-02-01,88600,
6688,2021-01-12,59300,
6689,2021-04-01,187800,
6690,2020-11-15,139600,
6691,2020-09-16,147400,
6692,2020-06-29,76900,
6693,2021-02-05,57400,
6694,2020-07-20,121400,
6695,2020-11-15,170800,
6696,2021-04-06,165900,
6697,2020-12-16,54800,
6698,2020-09-17,100100,
6699,2021-04-04,96900,
6700,2020-07-08,139100,
6701,2021-04-19,23900,
6702,2021-02-16,116800,
6703,2020-11-21,139100,
6704,2020-11-09,108800,
6705,2020-10-11,91300,
6706,2020-08-01,117600,
6707,2021-01-05,97500,
6708,2021-03-17,151300,
6709,2021-01-16,160200,
6710,2021-01-24,22000,
6711,2020-08-07,54000,
6712,2020-12-21,100600,
6713,2021-04-09,87900,
6714,2021-01-31,110600,
6715,2020-09-13,170600,
6716,2020-09-02,104000,
6717,2020-09-15,150600,
6718,2020-09-17,194300,
6719,2020-12-28,124600,
6720,2021-03-10,56600,
6721,2020-08-08,146300,
6722,2020-11-13,153800,
6723,2021-01-13,18500,
6724,2021-02-09,22600,
6725,2021-03-05,60700,
6726,2021-04-06,57700,
6727,2020-08-03,57800,
6728,2020-10-17,45800,
6729,2020-10-15,10100,
6730,2020-09-17,38500,
6731,2020-08-11,162200,
6732,2020-11-14,102000,
6733,2020-09-26,129200,
6734,2020-12-07,157500,
6735,2020-12-14,172500,
6736,2021-01-01,45400,
6737,2020-09-20,111500,
6738,2020-09-22,78900,
6739,2020-10-11,142300,
6740,2021-02-09,59000,
6741,2021-03-08,178300,
6742,2020-12-12,36100,
6743,2020-09-14,161000,
6744,2021-03-02,98600,
6745,2020-07-29,178600,
6746,2021-03-10,90100,
6747,2021-01-21,64300,
6748,2020-11-22,147300,
6749,2021-03-22,126800,
6750,2021-04-07,139100,
6751,2021-03-20,36800,
6752,2020-12-22,46300,
6753,2020-10-07,138500,
6754,2020-09-16,180600,
6755,2021-01-15,43600,
6756,2020-12-24,93800,
6757,2020-11-06,91200,
6758,2020-10-04,95000,
6759,2021-03-07,160400,
6760,2021-03-13,72500,
6761,2020-09-24,78200,
6762,2020-12-06,182500,
6763,2021-03-04,38700,
6764,2020-10-13,57600,
6765,2020-11-10,113800,
6766,2020-08-20,72300,
6767,2020-08-16,120200,
6768,2021-04-11,168900,
6769,2020-10-16,141200,
6770,2020-09-20,127900,
6771,2020-07-19,38800,
6772,2021-03-02,36900,
6773,2020-10-04,87700,
6774,2020-07-24,60800,
6775,2021-02-08,175100,
6776,2020-10-17,22300,
6777,2020-07-12,137500,
6778,2021-04-09,55900,
6779,2020-09-11,106900,
6780,2020-09-20,97400,
6781,2021-01-16,136300,
6782,2020-08-02,63300,
6783,2021-01-21,183300,
6784,2021-04-04,75900,
6785,2020-07-16,155300,
6786,2020-12-10,67600,
6787,2020-07-12,127600,
6788,2020-12-21,65900,
6789,2020-11-26,154800,
6790,2020-08-25,144000,
6791,2020-12-22,57200,
6792,2021-02-06,39800,
6793,2021-02-23,183600,
6794,2020-10-19,77200,
6795,2020-11-02,136100,
6796,2020-12-11,128600,
6797,2020-07-22,152000,
6798,2020-08-12,96000,
6799,2020-11-07,16000,
6800,2021-04-11,67400,
6801,2021-01-23,121600,
6802,2020-09-02,149000,
6803,2021-03-28,174900,
6804,2020-12-06,80900,
6805,2020-10-07,98500,
6806,2020-08-28,155200,
6807,2020-10-08,118400,
6808,2021-01-01,117700,
6809,2020-09-06,192400,
6810,2021-01-04,60700,
6811,2020-08-20,38300,
6812,2020-10-25,104300,
6813,2021-02-05,110000,
6814,2021-03-08,186500,
6815,2020-11-28,71000,
6816,2021-02-12,110100,
6817,2020-09-23,63800,
6818,2020-10-15,62800,
6819,2020-07-09,134300,
6820,2020-08-21,66800,
6821,2020-09-30,61400,
6822,2021-02-24,129400,
6823,2021-03-11,59800,
6824,2020-10-31,119900,
6825,2020-11-17,99600,
6826,2020-11-12,69600,
6827,2020-08-11,65100,
6828,2021-01-22,25300,
6829,2021-03-12,168000,
6830,2021-02-08,128300,
6831,2021-04-17,63100,
6832,2020-08-18,129700,
6833,2020-08-23,41200,
6834,2020-09-28,27900,
6835,2020-08-26,76200,
6836,2020-10-27,151500,
6837,2020-12-02,177600,
6838,2021-04-02,156500,
6839,2021-03-04,132300,
6840,2021-01-01,60800,
6841,2020-06-26,35600,
6842,2020-12-12,86700,
6843,2021-01-08,122500,
6844,2020-06-25,154600,
6845,2020-11-06,106200,
6846,2020-11-02,182600,
6847,2020-09-24,126700,
6848,2020-12-16,158700,
6849,2020-11-05,184900,
6850,2021-02-22,14200,
6851,2020-08-25,135900,
